hotel_name,street,city,state,country,zip,class,price,num_reviews,nr_norm,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,overall_ratingsource
tahiti village,-1,las vegas,nv,usa,89119,4,99,214,13,4.406779661,4.2824858757,3.581920904,3.6553672316,4.0282485876,3.990960452
hampton inn tropicana,-1,las vegas,nv,usa,89118,4,93,64,14,4.4,4.2,4.0571428571,3.6857142857,4.0571428571,4.08
tahiti vacation club,-1,las vegas,nv,usa,89103,3,71,45,14,4.1785714286,4.0357142857,3.6071428571,3.7857142857,4.1785714286,3.9571428571
residence inn las vegas south,-1,las vegas,nv,usa,89118,-1,-1,47,13,4.46875,4.3125,4.34375,3.96875,4.125,4.24375
gold coast hotel and casino,-1,las vegas,nv,usa,89103,3,32,382,13,3.9891304348,3.7010869565,3.777173913,3.5489130435,4.2119565217,3.8456521739
cliffs at peace canyon,-1,las vegas,nv,usa,89147,3,155,94,12,4.3559322034,4.2372881356,3.9830508475,4.1186440678,4.3050847458,4.2
doubletree club hotel las vegas airport,-1,las vegas,nv,usa,89119,3,106,68,12,4.125,4.075,4.1,3.925,4.125,4.07
bally s las vegas hotel casino,-1,las vegas,nv,usa,89109,3,44.25,324,8,3.7940199336,3.5913621262,3.5946843854,4.6245847176,3.9933554817,3.9196013289
stratosphere hotel casino and tower,-1,las vegas,nv,usa,89104,3,29.6,338,10,3.9235880399,3.6079734219,3.4916943522,2.8006644518,4.0099667774,3.5667774086
polo towers,-1,las vegas,nv,usa,89109,3,67,171,11,4.0609756098,3.8780487805,3.756097561,4.3048780488,3.8536585366,3.9707317073
fairfield inn las vegas airport,-1,las vegas,nv,usa,89109,-1,-1,30,14,4.6111111111,3.9444444444,4.1666666667,3.4444444444,3.8888888889,4.0111111111
jockey club,-1,las vegas,nv,usa,89109,-1,96.75,194,11,4,3.8404255319,3.7659574468,4.329787234,3.829787234,3.9531914894
el cortez hotel casino,-1,las vegas,nv,usa,89101,-1,-1,236,9,4.0731707317,3.8861788618,3.8130081301,3.5365853659,4.2520325203,3.912195122
crestwood suites las vegas boulevard,-1,las vegas,nv,usa,89119,2,59,33,15,3.5185185185,3.5925925926,3.6666666667,3.8518518519,3.8148148148,3.6888888889
golden gate hotel casino,-1,las vegas,nv,usa,89101,3,28.6,107,9,3.7878787879,3.1818181818,3.7272727273,4.196969697,4.2424242424,3.8272727273
la quinta inn and suites las vegas west,-1,las vegas,nv,usa,89117,-1,-1,18,11,4.1428571429,3.8571428571,4.0714285714,3.5,4.0714285714,3.9285714286
emerald suites,-1,las vegas,nv,usa,89123,-1,-1,90,10,4.0147058824,3.7205882353,3.8382352941,3.8088235294,4.0294117647,3.8823529412
emerald suites cameron,-1,las vegas,nv,usa,89103,2,-1,42,10,3.9,3.7,3.6666666667,3.8666666667,4.0333333333,3.8333333333
hyatt place las vegas,-1,las vegas,nv,usa,89109,3,136,33,11,4.1290322581,4.0322580645,4,3.3548387097,3.9677419355,3.8967741935
eastside cannery casino hotel,-1,las vegas,nv,usa,89122,3,32,23,12,4.5,4.35,3.9,3.45,4.45,4.13
harrah s las vegas casino hotel,-1,las vegas,nv,usa,89109,3,31.5,344,15,3.9368770764,3.5215946844,3.5149501661,4.5415282392,3.853820598,3.8737541528
courtyard by marriott las vegas south,-1,las vegas,nv,usa,89118,-1,110,31,9,4.2916666667,4.1666666667,4.4583333333,3.8333333333,4.0416666667,4.1583333333
excalibur hotel casino,-1,las vegas,nv,usa,89109,3,22,334,14,3.4684385382,3.3289036545,3.3322259136,4.0365448505,3.9069767442,3.6146179402
residence inn las vegas hughes center,-1,las vegas,nv,usa,89109,3,111,40,14,4.375,4.1666666667,4.25,4.125,4.1666666667,4.2166666667
summer bay resort las vegas,-1,las vegas,nv,usa,89109,-1,-1,194,12,3.8095238095,3.5833333333,3.6071428571,3.9166666667,3.6785714286,3.719047619
fremont hotel and casino,-1,las vegas,nv,usa,89101,3,31,121,14,4.04,3.64,4.0533333333,4.3333333333,4.16,4.0453333333
el cortez cabana suites,-1,las vegas,nv,usa,89101,3,25.5,9,14,4.5714285714,4.1428571429,4.1428571429,3.5714285714,4.5714285714,4.2
rio suite hotel and casino,-1,las vegas,nv,usa,89103,4,88,351,12,3.7109634551,3.6777408638,3.5249169435,3.0465116279,3.5681063123,3.5056478405
falcon ridge hotel,-1,las vegas,nv,usa,89027,-1,-1,63,11,4.2121212121,4.0303030303,3.9696969697,4.0606060606,4.1515151515,4.0848484848
rodeway inn convention center,-1,las vegas,nv,usa,89109,2,57.5,57,13,3.8529411765,3.9411764706,3.3235294118,3.8529411765,4,3.7941176471
worldmark tropicana,-1,las vegas,nv,usa,89103,3,139,5,5,4.75,4.5,4,3.5,4.25,4.2
flamingo hotel casino,-1,las vegas,nv,usa,89109,3,33,334,11,3.2059800664,3.2558139535,3.2956810631,4.6511627907,3.7109634551,3.6239202658
monte carlo resort casino,-1,las vegas,nv,usa,89109,-1,50,331,12,3.7043189369,3.2425249169,3.584717608,4.1362126246,3.7441860465,3.6823920266
la quinta inn las vegas airport,-1,las vegas,nv,usa,89109,-1,-1,43,15,3.65,3.5,3.7,3.4,3.65,3.58
las vegas club 36,-1,las vegas,nv,usa,89169,3,119,33,15,4.0357142857,3.9285714286,3.5357142857,2.8571428571,3.5714285714,3.5857142857
meridian luxury suites,-1,las vegas,nv,usa,89169,-1,-1,90,12,4.0289855072,4.3913043478,3.6231884058,3.9855072464,3.9855072464,4.0028985507
hard rock hotel and casino,-1,las vegas,nv,usa,89109,4,48.4,386,9,3.5867346939,3.4285714286,3.2346938776,2.9336734694,3.112244898,3.2591836735
the palms casino hotel,-1,las vegas,nv,usa,89103,4,99,339,9,3.7348066298,3.6408839779,3.453038674,3.0165745856,3.4143646409,3.4519337017
silverton hotel and casino,-1,las vegas,nv,usa,89139,3,39,103,14,3.7796610169,3.6610169492,3.5084745763,3.3220338983,3.6779661017,3.5898305085
club de soleil,-1,las vegas,nv,usa,89109,3,81.5,106,14,4.2,3.7636363636,3.8363636364,3.3090909091,3.9090909091,3.8036363636
casino royale and hotel,-1,las vegas,nv,usa,89109,3,110,83,14,3.8205128205,3.4871794872,3.5641025641,4.8205128205,4.2051282051,3.9794871795
las vegas hilton,-1,las vegas,nv,usa,89109,-1,-1,336,10,3.6079734219,3.4584717608,3.2458471761,3.0863787375,3.5049833887,3.380730897
hampton inn las vegas summerlin,-1,las vegas,nv,usa,89128,-1,-1,18,10,4.75,4.25,4.5,3.75,4.5,4.35
binion s horseshoe hotel casino las vegas,-1,las vegas,nv,usa,89101,-1,-1,120,14,3.131147541,2.6885245902,3.4918032787,4.0491803279,3.4754098361,3.3672131148
the westin casuarina las vegas hotel casino spa,-1,las vegas,nv,usa,89109,4,96.5,357,9,3.7441860465,3.584717608,3.5681063123,3.5581395349,3.4518272425,3.5813953488
travelodge ambassador strip inn,-1,las vegas,nv,usa,89119,2,45,22,8,3.3529411765,3.0588235294,3.2352941176,3.4117647059,3.4117647059,3.2941176471
la quinta inn nellis,-1,las vegas,nv,usa,89115,2,99,13,10,3.6363636364,3.9090909091,3.5454545455,3.1818181818,4.0909090909,3.6727272727
luxor las vegas,-1,las vegas,nv,usa,89119,3,42,345,12,3.4252491694,2.9933554817,3.2093023256,3.3222591362,3.3853820598,3.2671096346
residence inn las vegas convention center,-1,las vegas,nv,usa,89109,3,105,28,10,4,3.5882352941,3.8235294118,3.9411764706,3.6470588235,3.8
royal vacation suites hotel las vegas,-1,las vegas,nv,usa,89109,3,46,48,10,3.5555555556,3.1111111111,3.7777777778,4.1481481481,3.6666666667,3.6518518519
riviera hotel casino,-1,las vegas,nv,usa,89109,2,-1,602,13,3.3222591362,3.1926910299,2.9734219269,2.877076412,3.3122923588,3.1355481728
comfort inn,-1,las vegas,nv,usa,89109,2,81.25,44,14,3.7,3.7,3.7,3.75,3.95,3.76
hooters casino hotel,-1,las vegas,nv,usa,89109,3,29,351,8,3.2259136213,3.1760797342,3.3189368771,3.7142857143,3.6677740864,3.4205980066
courtyard by marriott las vegas convention center,-1,las vegas,nv,usa,89109,3,103,17,13,4.4545454545,3.8181818182,3.8181818182,3.6363636364,4.0909090909,3.9636363636
palace station,-1,las vegas,nv,usa,89102,3,33,297,12,3.6312056738,3.3262411348,3.4255319149,3.0070921986,3.4822695035,3.3744680851
california hotel,-1,las vegas,nv,usa,89101,3,44,48,14,3.88,3.68,3.56,3.8,3.92,3.768
fairmont hotel,-1,las vegas,nv,usa,89104,3,31,1,1,4,5,3,5,5,4.4
imperial palace hotel casino,-1,las vegas,nv,usa,89109,-1,35.25,321,15,3.2159468439,2.8936877076,3.1926910299,4.6445182724,3.877076412,3.5647840532
holiday inn express las vegas nellis,-1,las vegas,nv,usa,89115,3,103,8,8,4.5,4.5,4.75,2.5,3.75,4
candlewood suites las vegas,-1,las vegas,nv,usa,89169,2,124,73,9,3.6285714286,3.1714285714,3.3428571429,3.0857142857,3.6285714286,3.3714285714
fitzgeralds casino hotel,-1,las vegas,nv,usa,89101,3,28.25,328,11,3.3624161074,3.1006711409,3.5570469799,3.9463087248,3.6174496644,3.5167785235
best western mccarran inn,-1,las vegas,nv,usa,89119,3,91,60,11,3.8947368421,3.5,3.5789473684,3.6842105263,3.6315789474,3.6578947368
best western mardi gras hotel casino,-1,las vegas,nv,usa,89109,-1,-1,186,12,3.375,3.2604166667,3.2291666667,3.1458333333,3.3125,3.2645833333
comfort inn suites las vegas,-1,las vegas,nv,usa,89115,2,87,7,7,4.5714285714,4.8571428571,4.8571428571,3.7142857143,4.4285714286,4.4857142857
rodeway inn,-1,las vegas,nv,usa,89109,-1,-1,15,13,4,3.5714285714,3.7142857143,4.1428571429,4,3.8857142857
circus circus hotel casino las vegas,-1,las vegas,nv,usa,89109,3,27,342,9,3.1661129568,3.049833887,2.9601328904,2.877076412,3.5681063123,3.1242524917
arizona charlie s boulder casino hotel,-1,las vegas,nv,usa,89121,2,35,49,8,3.1785714286,3.3214285714,3.3214285714,3,3.6428571429,3.2928571429
boulder station hotel and casino,-1,las vegas,nv,usa,89121,3,26,62,9,3.2307692308,3.1538461538,3.4230769231,3.3461538462,3.6153846154,3.3538461538
motel 6 las vegas tropicana,-1,las vegas,nv,usa,89109,2,44,81,8,3.1951219512,2.9024390244,3.0731707317,3.7073170732,3.5609756098,3.287804878
crestwood suites las vegas flamingo,-1,las vegas,nv,usa,89121,2,59,17,8,3,3,3,3.7,3.8,3.3
travelsuites inn,-1,las vegas,nv,usa,89109,-1,-1,19,9,1.6,1.6,1.8,3.6,2,2.12
gold spike hotel and casino,-1,las vegas,nv,usa,89109,3,50,114,10,3.1153846154,2.9230769231,3.3461538462,3.5384615385,4,3.3846153846
siena suites,-1,las vegas,nv,usa,89122,2,-1,36,13,3.6818181818,3.5454545455,3.3181818182,3.2727272727,3.7727272727,3.5181818182
texas station gambling hall and hotel,-1,las vegas,nv,usa,89030,3,30.25,43,12,3.5185185185,3.3333333333,3.0740740741,2.6666666667,3.3703703704,3.1925925926
alexis park resort,-1,las vegas,nv,usa,89109,3,55,214,9,3.3666666667,3.1444444444,3.1111111111,2.8888888889,3.1555555556,3.1333333333
tod motor motel,-1,las vegas,nv,usa,89104,-1,-1,16,14,3.5384615385,3.3076923077,4.1538461538,3.6153846154,4,3.7230769231
las vegas club casino hotel,-1,las vegas,nv,usa,89101,-1,-1,175,13,2.9487179487,2.7948717949,3.3333333333,3.8333333333,3.4487179487,3.2717948718
streamline tower,-1,las vegas,nv,usa,89101,-1,-1,1,1,5,5,5,5,5,5
hampton inn suites las vegas airport,-1,las vegas,nv,usa,89119,-1,84,3,3,5,5,3.6666666667,3.6666666667,4.3333333333,4.3333333333
super 8 las vegas,-1,las vegas,nv,usa,89109,-1,-1,57,9,3.5833333333,3.1666666667,3.3055555556,3.8888888889,3.9166666667,3.5722222222
best western main street inn,-1,las vegas,nv,usa,89101,-1,-1,17,8,4.2,3.8,4,3.1,4,3.82
sahara hotel casino,-1,las vegas,nv,usa,89109,-1,54,350,9,2.7475083056,2.5448504983,2.9368770764,2.8936877076,3.1627906977,2.8571428571
arizona charlie s decatur,-1,las vegas,nv,usa,89107,-1,45,35,13,3.125,2.75,3.125,2.4375,3.0625,2.9
homestead studio suites las vegas midtown,-1,las vegas,nv,usa,89109,2,70,13,15,2.8333333333,3.1666666667,2.6666666667,3.6666666667,3,3.0666666667
tropicana resort and casino,-1,las vegas,nv,usa,89109,4,54,363,10,2.6644518272,2.5282392027,3.0664451827,3.926910299,3.073089701,3.0518272425
regency motel,-1,las vegas,nv,usa,89101,-1,-1,2,2,4.5,4,4,3.5,4,4
courtyard by marriott las vegas summerlin,-1,las vegas,nv,usa,89108,3,84,11,11,3.75,3.75,3.75,3.5,3.75,3.7
lady luck casino hotel,-1,las vegas,nv,usa,89101,-1,-1,1,1,3,3,3,3,3,3
best western parkview inn,-1,las vegas,nv,usa,89101,3,38,6,6,4,3.6,4.2,2.8,4,3.72
somerset house motel,-1,las vegas,nv,usa,89109,-1,-1,40,8,3.9,3.5,3.9,4.5,4,3.96
plaza hotel casino,-1,las vegas,nv,usa,89101,3,30.25,365,15,2.6464088398,2.3867403315,2.7845303867,3.7403314917,3.0110497238,2.9138121547
highland inn motel,-1,las vegas,nv,usa,89139,2,60,1,1,3,3,3,4,4,3.4
holiday inn express the lakes las vegas,-1,las vegas,nv,usa,89117,-1,-1,6,6,4,3.3333333333,4,3.6666666667,3.3333333333,3.6666666667
econo lodge,-1,las vegas,nv,usa,89104,-1,120,18,15,2.6666666667,2.4166666667,3.0833333333,2,2.9166666667,2.6166666667
americas best value inn las vegas,-1,las vegas,nv,usa,89109,-1,-1,80,8,2.4054054054,2.2432432432,2.5405405405,3.6486486486,2.8108108108,2.7297297297
la quinta inn and suites tropicana,-1,las vegas,nv,usa,89118,3,89,16,15,3.7272727273,3.1818181818,3.2727272727,3.3636363636,3.3636363636,3.3818181818
fun city motel,-1,las vegas,nv,usa,89104,2,-1,1,1,3,3,3,4,5,3.6
holiday motel,-1,las vegas,nv,usa,89104,-1,-1,4,4,4,3,4,2,4,3.4
western hotel casino,-1,las vegas,nv,usa,89101,-1,-1,19,10,3,3,3,3,3,3
las vegas mini castle,-1,las vegas,nv,usa,89123,-1,-1,1,1,5,5,5,5,5,5
greek isles hotel casino,-1,las vegas,nv,usa,89109,3,-1,32,14,2.9230769231,2.9230769231,2.6923076923,2.9230769231,3.1538461538,2.9230769231
ogden house motel,-1,las vegas,nv,usa,89101,-1,-1,10,12,3.5,3.5,3.5,3.5,4.5,3.7
whiskey pete s casino and hotel,-1,las vegas,nv,usa,89019,2,40,107,11,3.0847457627,2.9661016949,2.9830508475,3.0847457627,3.4745762712,3.1186440678
extended stay deluxe las vegas east flamingo,-1,las vegas,nv,usa,89119,2,76,13,14,2.875,2.625,3.25,3.25,3.25,3.05
tropicana inn,-1,las vegas,nv,usa,89119,-1,-1,70,11,2.96875,2.71875,3.03125,3.875,2.875,3.09375
jet luxury resorts palms place,-1,las vegas,nv,usa,89103,-1,-1,1,1,3,5,3,2,4,3.4
the suites boulder strip,-1,las vegas,nv,usa,89119,-1,-1,2,2,3,3,3,4,3,3.2
siegel slots and suites,-1,las vegas,nv,usa,89115,2,37,7,7,3.25,3,3.25,3.25,4.25,3.4
wild wild west gambling hall and hotel,-1,las vegas,nv,usa,89103,-1,-1,90,8,2.6888888889,2.4,2.2888888889,2.8666666667,2.6222222222,2.5733333333
quality inn key largo casino,-1,las vegas,nv,usa,89109,-1,-1,2,2,3.5,3.5,4,3.5,4,3.7
nevada hotel casino,-1,las vegas,nv,usa,89101,1,-1,1,1,1,1,1,1,1,1
town and country manor iii,-1,las vegas,nv,usa,89122,2,-1,4,4,3.3333333333,3,3,3.6666666667,3.3333333333,3.2666666667
fiesta hotel and casino,-1,las vegas,nv,usa,89130,3,29,18,10,2.3636363636,2.1818181818,2.3636363636,1.7272727273,2.6363636364,2.2545454545
best western nellis motor inn,-1,las vegas,nv,usa,89115,3,84,10,12,2.8571428571,2.5714285714,3,2.5714285714,2.7142857143,2.7428571429
americas best value inn,-1,las vegas,nv,usa,89115,-1,-1,5,5,3,2.6,2.8,4.4,3.4,3.24
downtowner motel,-1,las vegas,nv,usa,89101,2,19,10,14,4,4,4,3,2,3.4
howard johnson las vegas strip,-1,las vegas,nv,usa,89104,-1,-1,32,10,2.5909090909,2.1818181818,2.5909090909,2.4090909091,2.4545454545,2.4454545455
blair house suites,-1,las vegas,nv,usa,89109,-1,-1,36,11,2.6875,2.5,2.875,3.4375,3.0625,2.9125
super 8 las vegas nellis afb,-1,las vegas,nv,usa,89115,-1,-1,8,8,4,2.75,3.25,2.75,3,3.15
las vegas south strip travelodge,-1,las vegas,nv,usa,89109,-1,-1,44,14,3.1764705882,2.5882352941,3.3529411765,4.2352941176,3.0588235294,3.2823529412
aruba hotel,-1,las vegas,nv,usa,89104,-1,-1,34,9,2.5384615385,2.5384615385,3.1538461538,2.3846153846,3,2.7230769231
atrium suites hotel las vegas,-1,las vegas,nv,usa,89119,-1,-1,38,9,3.5,2.875,3.625,3,3,3.2
budget suites of america wynn,-1,las vegas,nv,usa,89103,-1,-1,9,8,2.3333333333,2.3333333333,2.6666666667,2.6666666667,2.3333333333,2.4666666667
golden palm hotel,-1,las vegas,nv,usa,89103,-1,-1,5,5,1.5,1,2,2,2,1.7
the new frontier hotel and casino,-1,las vegas,nv,usa,89109,8,-1,2,2,1.5,1,1,2,1,1.3
fairfield inn suites las vegas south,-1,las vegas,nv,usa,89118,-1,-1,12,9,4.8,3.6,4.4,3.6,3.4,3.96
santa fe station hotel,-1,las vegas,nv,usa,89130,3,32,22,8,2.7272727273,2.1818181818,2.2727272727,2.2727272727,2.4545454545,2.3818181818
oasis motel,-1,las vegas,nv,usa,89104,-1,-1,1,1,1,1,1,2,1,1.2
super 8 las vegas boulder highway,-1,las vegas,nv,usa,89122,-1,-1,11,14,2.3333333333,2.5,3.3333333333,3,2.6666666667,2.7666666667
super 8 motel las vegas downtown,-1,las vegas,nv,usa,89101,2,65.5,10,13,2.5,2.75,2.5,3.25,2.5,2.7
extended stayamerica las vegas valley view,-1,las vegas,nv,usa,89103,2,84,15,11,2.8571428571,2.2857142857,3,3.2857142857,2.2857142857,2.7428571429
the resort on mount charleston,-1,las vegas,nv,usa,89124,3,-1,46,14,2.2307692308,2.1538461538,2.5384615385,3.6923076923,2.7692307692,2.6769230769
knights inn las vegas,-1,las vegas,nv,usa,89119,1,55,31,13,2,1.6315789474,1.5789473684,2.3684210526,1.6842105263,1.8526315789
budget suites of america las vegas,-1,las vegas,nv,usa,89123,2,-1,2,2,2,2,1,3,2,2
budget suites of america north rancho drive,-1,las vegas,nv,usa,89130,-1,-1,2,2,1.5,1,1,2,1,1.3
emerald suites tropicana,-1,las vegas,nv,usa,89118,2,-1,41,13,2.9285714286,2.8571428571,2.7142857143,2.6428571429,2.9285714286,2.8142857143
circus circus manor motor lodge,-1,las vegas,nv,usa,89109,-1,-1,48,10,2.8076923077,2.2692307692,2.4230769231,2.4230769231,2.6538461538,2.5153846154
aae todds hotel,-1,las vegas,nv,usa,89104,-1,-1,1,1,1,1,1,2,2,1.4
branding iron motel,-1,las vegas,nv,usa,89030,-1,-1,1,1,1,1,1,2,1,1.2
sahara westwood hotel,-1,las vegas,nv,usa,89109,-1,-1,18,12,2.3076923077,2.2307692308,2.3076923077,2.2307692308,2.3076923077,2.2769230769
manor suites,-1,las vegas,nv,usa,89119,2,69,9,10,2.3333333333,1.6666666667,2.3333333333,3.6666666667,1.3333333333,2.2666666667
clarion emerald springs,-1,las vegas,nv,usa,89109,3,41,41,15,1.7,1.9,1.9,2.3,1.85,1.93
motel 6 las vegas boulder highway,-1,las vegas,nv,usa,89121,2,46,6,6,1,1,1.6666666667,2.6666666667,1,1.4666666667
motel 6,-1,las vegas,nv,usa,89101,-1,-1,23,12,1.3636363636,1.2727272727,1.1818181818,2.5454545455,1.4545454545,1.5636363636
americana 5,-1,las vegas,nv,usa,89118,-1,-1,7,7,2.1428571429,1.7142857143,2.8571428571,2.1428571429,1.7142857143,2.1142857143
extended stayamerica las vegas boulder hwy,-1,las vegas,nv,usa,89121,-1,-1,10,10,2.8,3,3,3.2,3,3
motel 6 las vegas i 15,-1,las vegas,nv,usa,89118,2,44,6,6,1.5,1.5,2,2,2,1.8
the suites,-1,las vegas,nv,usa,89122,-1,-1,20,12,2,2.25,1.25,2.75,1.75,2
sportsman s royal manor,-1,las vegas,nv,usa,89112,-1,-1,7,7,1.5,1.5,1,2.5,1,1.5
knights inn,-1,las vegas,nv,usa,89119,-1,-1,67,13,1.9411764706,1.8823529412,1.6470588235,2.7058823529,1.7647058824,1.9882352941
artisan hotel,-1,las vegas,nv,usa,89102,3,37,147,15,2.8604651163,2.5348837209,2.4186046512,2.2093023256,2.3023255814,2.4651162791
the talbott hotel,-1,chicago,il,usa,60611,4,127,212,15,4.7295081967,4.6557377049,4.6475409836,4.8442622951,4.4836065574,4.6721311475
sofitel chicago water tower,-1,chicago,il,usa,60611,4,188,346,13,4.7607973422,4.5581395349,4.6046511628,4.7940199336,4.2890365449,4.6013289037
trump international hotel tower chicago,-1,chicago,il,usa,60611,5,300,128,14,4.8888888889,4.8425925926,4.5740740741,4.8611111111,4.3148148148,4.6962962963
hampton inn majestic chicago,-1,chicago,il,usa,60603,3,139,141,12,4.7575757576,4.5909090909,4.4924242424,4.7424242424,4.3939393939,4.5954545455
residence inn chicago downtown river north,-1,chicago,il,usa,60610,3,160,82,11,4.7875,4.6,4.65,4.725,4.4625,4.645
hotel monaco chicago a kimpton hotel,-1,chicago,il,usa,60601,4,164,347,15,4.6019417476,4.4660194175,4.5339805825,4.713592233,4.2718446602,4.5174757282
park hyatt chicago,-1,chicago,il,usa,60611,5,289,152,14,4.7951807229,4.734939759,4.4939759036,4.9277108434,4.265060241,4.643373494
springhill suites chicago downtown river north,-1,chicago,il,usa,60610,3,130,79,15,4.6486486486,4.4864864865,4.5135135135,4.6756756757,4.472972973,4.5594594595
homewood suites by hilton chicago downtown,-1,chicago,il,usa,60611,-1,-1,293,14,4.5231481481,4.4212962963,4.5231481481,4.8194444444,4.5138888889,4.5601851852
affinia chicago,-1,chicago,il,usa,60611,4,116,413,13,4.6958174905,4.5779467681,4.5741444867,4.8365019011,4.4372623574,4.6243346008
dana hotel spa,-1,chicago,il,usa,60654,3,134,115,15,4.6857142857,4.3619047619,4.3142857143,4.7047619048,4.2095238095,4.4552380952
the peninsula chicago,-1,chicago,il,usa,60611,5,350,148,10,4.6329113924,4.5063291139,4.5063291139,4.7721518987,3.9873417722,4.4810126582
the blackstone a renaissance hotel,-1,chicago,il,usa,60605,4,189,112,12,4.7058823529,4.5392156863,4.3431372549,4.5,4.2450980392,4.4666666667
james chicago,-1,chicago,il,usa,60611,4,156,262,12,4.6222222222,4.3333333333,4.3911111111,4.7644444444,4.1422222222,4.4506666667
amalfi hotel chicago,-1,chicago,il,usa,60610,4,158,320,14,4.6042780749,4.3957219251,4.3743315508,4.5187165775,4.3689839572,4.4524064171
four seasons hotel chicago,-1,chicago,il,usa,60611,5,337,102,14,4.6724137931,4.5689655172,4.5172413793,4.8793103448,4.1896551724,4.5655172414
hotel burnham a kimpton hotel,-1,chicago,il,usa,60602,4,123,304,8,4.6993464052,4.3986928105,4.5620915033,4.7189542484,4.2941176471,4.5346405229
conrad chicago,-1,chicago,il,usa,60611,4,217,295,12,4.6494845361,4.5309278351,4.3711340206,4.7577319588,4.0927835052,4.4804123711
thewit hotel,-1,chicago,il,usa,60601,4,186,63,15,4.7818181818,4.2181818182,4.2909090909,4.7636363636,4.1090909091,4.4327272727
renaissance chicago hotel,-1,chicago,il,usa,60601,-1,-1,190,14,4.6036036036,4.4054054054,4.3603603604,4.7567567568,4.0720720721,4.4396396396
the sutton place hotel,-1,chicago,il,usa,60611,4,161,127,11,4.6263736264,4.3626373626,4.3516483516,4.8131868132,4.1648351648,4.4637362637
the westin chicago river north,-1,chicago,il,usa,60610,-1,-1,190,13,4.5495495495,4.5225225225,4.1711711712,4.5675675676,3.981981982,4.3585585586
holiday inn chicago midway airport,-1,chicago,il,usa,60638,3,151,8,8,4.625,4.75,4.75,4.5,4.625,4.65
carlton inn midway,-1,chicago,il,usa,60632,2,129,28,13,4.8260869565,4.3913043478,4.8695652174,4.0869565217,4.6086956522,4.5565217391
omni chicago hotel,-1,chicago,il,usa,60611,4,224,282,14,4.5751295337,4.3834196891,4.4715025907,4.896373057,4.2487046632,4.5150259067
residence inn chicago downtown,-1,chicago,il,usa,60611,-1,-1,85,14,4.5423728814,4.3220338983,4.2881355932,4.593220339,4.2711864407,4.4033898305
fairfield inn suites chicago downtown,-1,chicago,il,usa,60611,-1,-1,126,10,4.5443037975,4.0886075949,4.3670886076,4.6962025316,4.1392405063,4.3670886076
millennium knickerbocker hotel chicago,-1,chicago,il,usa,60611,4,144,350,15,4.0307692308,3.7076923077,4.1743589744,4.7076923077,3.8717948718,4.0984615385
the ritz carlton chicago a four seasons hotel,-1,chicago,il,usa,60611,5,289,114,9,4.641025641,4.1923076923,4.3205128205,4.8076923077,3.858974359,4.3641025641
four points by sheraton chicago downtown magnificent mile,-1,chicago,il,usa,60611,4,238,163,11,4.4803921569,4.137254902,4.2647058824,4.7647058824,4.1764705882,4.3647058824
comfort suites,-1,chicago,il,usa,60601,4,129,47,10,4.5952380952,4.5714285714,3.9047619048,4.8333333333,4.5,4.480952381
courtyard by marriott chicago downtown magnificent mile,-1,chicago,il,usa,60611,3,129,140,13,4.4,4.1058823529,4.2705882353,4.8235294118,4.1647058824,4.3529411765
la quinta inn suites chicago downtown,-1,chicago,il,usa,60606,-1,-1,24,8,4.6363636364,4.3181818182,4.1818181818,4.5,4.2272727273,4.3727272727
renaissance chicago o hare suites hotel,-1,chicago,il,usa,60631,4,103,129,10,4.5714285714,4.4642857143,4.380952381,4.380952381,4.4404761905,4.4476190476
intercontinental chicago,-1,chicago,il,usa,60611,4,183,335,14,4.3554817276,4.0598006645,4.0697674419,4.803986711,4,4.257807309
swissotel chicago,-1,chicago,il,usa,60601,4,229,404,12,4.4267782427,4.2008368201,3.870292887,4.4016736402,3.9414225941,4.1682008368
fairmont chicago millennium park,-1,chicago,il,usa,60601,4,177,252,11,4.4390243902,4.1402439024,4.25,4.3780487805,3.8292682927,4.2073170732
hotel blake,-1,chicago,il,usa,60605,3,151,194,9,4.325203252,4.3089430894,4.0162601626,4.2682926829,4.0243902439,4.1886178862
belden stratford hotel,-1,chicago,il,usa,60614,-1,-1,61,11,4.3888888889,4.1944444444,3.9722222222,4.4722222222,4.25,4.2555555556
avenue hotel chicago,-1,chicago,il,usa,60611,-1,-1,129,12,4.4796747967,4.1869918699,4.0406504065,4.7642276423,4.0731707317,4.3089430894
embassy suites hotel chicago downtown,-1,chicago,il,usa,60654,-1,-1,159,13,4.25,4.125,4.2589285714,4.5803571429,4,4.2428571429
hotel allegro chicago a kimpton hotel,-1,chicago,il,usa,60601,4,125,334,8,4.1595092025,3.5705521472,3.9570552147,4.3006134969,3.773006135,3.9521472393
doubletree hotel chicago magnificent mile,-1,chicago,il,usa,60611,3,125,100,15,4.3510638298,4.2340425532,4.2553191489,4.5106382979,4.0957446809,4.2893617021
hotel 71,-1,chicago,il,usa,60601,3,165,63,15,4.0689655172,4,3.7931034483,4.6896551724,3.9482758621,4.1
union league club,-1,chicago,il,usa,60604,-1,-1,18,12,4.4285714286,3.9285714286,4.3571428571,4.5,3.7857142857,4.2
days inn chicago,-1,chicago,il,usa,60614,2,93,119,13,4.3896103896,3.8051948052,4.2207792208,4.4025974026,4.2337662338,4.2103896104
